codigo_tuss,produto,produto_tratado,laboratorio,valor
90252934,CATAFLAMPRO EMULGEL 60 G,CATAFLAMPRO 60000mg,GLAXOSMITHKLINE,20.13
90252977,"CATAFLAMPRO XT EMULGEL 23,2 MG/G 100 G",CATAFLAMPRO 100000mg,GLAXOSMITHKLINE,40.33
90252969,"CATAFLAMPRO XT EMULGEL 23,2 MG/G 50 G",CATAFLAMPRO 50000mg,GLAXOSMITHKLINE,28.17
90040856,CATAFLEXYM GEL. TOP. 60 G,CATAFLEXYM 60000mg,CIFARMA,13.94
90284062,"CAVEGRAN 12,5 MG. 2 BL. X 15 CPRS.",CAVEGRAN 12.5mg,LEGRAND,0.8884
90388194,CAVEGRAN 25 MG. 2 BL. X 15 CPRS.,CAVEGRAN 25mg,LEGRAND,1.2621
90388178,"CAVEGRAN 3,125 MG. 2 BL. X 15 CPRS.",CAVEGRAN 3.12mg,LEGRAND,0.6597
90388160,"CAVEGRAN 3,125 MG. BL. X 15 CPRS.",CAVEGRAN 3.12mg,LEGRAND,1.0258
90388186,"CAVEGRAN 6,25 MG. 2 BL. X 15 CPRS.",CAVEGRAN 6.25mg,LEGRAND,0.7669
90284046,"CAVEGRAN 6,25 MG. BL. X 15 CPRS.",CAVEGRAN 6.25mg,LEGRAND,1.1566
90406370,CAVERJECT 10 MCG. 1 FA 1 ML,CAVERJECT 10mg,WYETH,66.63
90406389,CAVERJECT 20 MCG. 1 FA 1 ML,CAVERJECT 20mg,WYETH,93.87
90038037,CAZIDERM 2 MG. FR. 100 ML,CAZIDERM 2mg,CAZI,22.11
90038045,CAZIDERM 2 MG. FR. 30 ML,CAZIDERM 2mg,CAZI,6.58
90038029,CAZIDERM 2 MG. POM. BISN. 20 G,CAZIDERM 20000mg,CAZI,7.98
90266137,CAZIGERAN CX. 20 DRAGS.,CAZIGERAN 20mg,CAZI,0.779
90266382,CAZIGERAN CX. 60 DRAGS.,CAZIGERAN 60mg,CAZI,0.7705
90253280,CEBION 1 G CPRS. EFERV. EST. CART. 3 TB. PLAS. X 10 (SABOR L,CEBION 1000mg,MERCK,1.0013
90253302,CEBION 1 G CPRS. EFERV. S/ACUCAR EST. CART. TB. PLAS. X 10,CEBION 1000mg,MERCK,1.2
90253264,CEBION 10 CPRS. EFERV. 1 G. SABOR (ACEROLA),CEBION 1000mg,MERCK,1.2
90253221,CEBION 200 MG/ML SOL. OR. EST. CART. FR. VD. AMB. X 30 ML,CEBION 6000mg,MERCK,11.0
90253310,CEBION 500 MG. LIB. MOD. CT. BL. AL./AL. X 30 CPRS.,CEBION 500mg,MERCK,0.6866
90159659,CEBION CALCIO TB. 10 CPRS. EFERV.,CEBION 10mg,MERCK,1.446
90253230,CEBION TB. 10 CPRS. EFERV. 1 G. (SABOR LARANJA),CEBION 1000mg,MERCK,1.284
90159640,CEBION TB. 10 CPRS. EFERV. 2 G.,CEBION 2000mg,MERCK,1.722
90144074,CEBRALAT 100 MG 30 CPRS.,CEBRALAT 100mg,LIBBS,1.3656
90144066,CEBRALAT 100 MG. OR. 60 CPRS.,CEBRALAT 100mg,LIBBS,0.8375
90144090,CEBRALAT 50 MG 30 CPRS.,CEBRALAT 50mg,LIBBS,0.692
90144082,CEBRALAT 50 MG. OR. 60 CPRS.,CEBRALAT 50mg,LIBBS,0.4173
90314018,CEBRILIN 10 MG. X 30 CPRS.,CEBRILIN 10mg,LIBBS,1.8824
90314018,CEBRILIN 10MG 30CPDS,CEBRILIN 10mg,LIBBS,1.8824
90144139,CEBRILIN 20 MG. X 30 CPRS.,CEBRILIN 20mg,LIBBS,3.7802
90144155,CEBRILIN 30 MG. 30 CPRS.,CEBRILIN 30mg,LIBBS,4.1625
90061217,CECLOR 250 MG/5 ML SUSP. FR. 100 ML SIGMA,CECLOR 250mg,PHARMA,64.6
90061241,CECLOR 375 MG/5 ML SUSP. FR. 100 ML SIGMA,CECLOR 375mg,PHARMA,87.76
90061268,CECLOR BD 500 MG. BL. 10 CPRS. REV. SIGMA,CECLOR 500mg,PHARMA,5.65
90061284,CECLOR BD 750 MG. 2 BL. X 7 CPRS. REV. SIGMA,CECLOR 750mg,PHARMA,8.478
90245431,CEDROXIL 500 MG. CX. 8 CPRS.,CEDROXIL 500mg,LEGRAND,4.8863
90267737,CEDUR RETARD 400 MG. AP CT. 3 BL. AL. PLAS. INC. X 10 CPRS.,CEDUR 400mg,GLENMARK,3.6547
90053370,CEFACLOR - GENERICO 250 MG/5 ML SUSP. ORAL FR. 80 ML.,CEFACLOR 250mg,EMS,57.25
90082320,CEFACLOR - GENERICO 250 MG/5 ML SUSP. ORAL. FR. 100 ML,CEFACLOR 250mg,GERMED,52.46
90053389,CEFACLOR - GENERICO 375 MG/5 ML SUSP. ORAL FR. 80 ML.,CEFACLOR 375mg,EMS,77.8
90082338,CEFACLOR - GENERICO 375 MG/5 ML SUSP. ORAL. FR. 100 ML,CEFACLOR 375mg,GERMED,71.3
90244575,CEFACLOR - GENERICO 500 MG. 1 BL. X 10 CAPS. GEN -,CEFACLOR 500mg,LEGRAND,5.12
90082311,CEFACLOR - GENERICO 500 MG. BL. 10 CAPS.,CEFACLOR 500mg,GERMED,5.658
90053397,CEFACLOR - GENERICO 500 MG. CX. 10 CAPS.,CEFACLOR 500mg,EMS,7.309
90053435,CEFADROXIL - GENERICO 250 MG/5 ML. SUSP. FR. 100 ML,CEFADROXIL 250mg,EMS,51.11
90053419,CEFADROXIL - GENERICO 500 MG. CX. 8 CAPS.,CEFADROXIL 500mg,EMS,4.5613
90053443,CEFADROXIL - GENERICO 500 MG/5 ML SUSP. FR. 100 ML,CEFADROXIL 500mg,EMS,101.44
90352866,CEFADROXILA - GENERICO 250 MG/5 ML PO P/SUSP. 1 FR. VD. P/10,CEFADROXILA 250mg,MEDLEY,50.97
90018230,CEFADROXILA - GENERICO 50 MG/ML PO P/SUSP. FR. PLAST. X 100 AUROBINDO,CEFADROXILA 50mg,PHARMA,37.31
90352874,CEFADROXILA - GENERICO 500 MG. 1 BL. X 8 CAPS. GEL. DURA,CEFADROXILA 500mg,MEDLEY,5.6588
90066910,CEFADROXILA - GENERICO 500 MG. 2 ENVS. X 4 CAPS.,CEFADROXILA 500mg,EUROFARMA,4.3275
90136128,CEFADROXILA - GENERICO 500 MG. BL. 8 CAPS. GEL. DURA TEUTO,CEFADROXILA 500mg,BRAS.,4.26
90018222,CEFADROXILA - GENERICO 500 MG. BL. AL. 8 CAPS. GEL DURA AUROBINDO,CEFADROXILA 500mg,PHARMA,3.1313
90352858,CEFADROXILA - GENERICO 500 MG/5 ML PO P/SUSP. 1 FR. VD. P/10,CEFADROXILA 500mg,MEDLEY,105.51
90066928,CEFADROXILA - GENERICO SUSP. 250 MG/5 ML CT C/FR 100 ML,CEFADROXILA 250mg,EUROFARMA,46.49
90163788,CEFAGEL 500 MG. 10 CáPS.,CEFAGEL 500mg,MULTILAB,2.244
90136179,CEFALEXINA - GENERICO (RESTRITO HOSP.) 250 MG/5 ML PO SUSP. TEUTO,CEFALEXINA 250mg,BRAS.,30.1996
90018257,CEFALEXINA - GENERICO (RESTRITO HOSP.) 500 MG. BL. 100 CAPS. AUROBINDO,CEFALEXINA 500mg,PHARMA,2.1761
90258797,CEFALEXINA - GENERICO (RESTRITO HOSP.) 500 MG. BL. AL. PLAST TEUTO,CEFALEXINA 500mg,BRAS.,1.7181
90007328,CEFALEXINA - GENERICO (RESTRITO HOSP.) 500 MG. CX. 200 DRAGS,CEFALEXINA 500mg,ABL,3.489
90136152,CEFALEXINA - GENERICO (RESTRITO HOSP.) 500 MG. CX. 80 CPRS. TEUTO,CEFALEXINA 500mg,BRAS.,1.5688
90359615,CEFALEXINA - GENERICO 1 G 8 CPRS. REV.,CEFALEXINA 1000mg,EMS,6.765
90061349,CEFALEXINA - GENERICO 1 G 8 CPRS. REV. GEN -,CEFALEXINA 1000mg,LEGRAND,5.6538
90136187,CEFALEXINA - GENERICO 250 MG/5 ML PO SUSP. 100 ML TEUTO,CEFALEXINA 250mg,BRAS.,29.44
90394488,CEFALEXINA - GENERICO 250 MG/5 ML SUSP. ORAL FR. 100 ML + CO,CEFALEXINA 250mg,ABL,50.31
90394496,CEFALEXINA - GENERICO 250 MG/5 ML SUSP. ORAL FR. 60 ML + COL,CEFALEXINA 250mg,ABL,30.18
90282701,CEFALEXINA - GENERICO 50 MG/ML PO SUSP. ORAL FR. VD. AMB. X NEO,CEFALEXINA 50mg,QUIMICA,34.87
90389964,CEFALEXINA - GENERICO 500 MG CX. 10 CPRS.,CEFALEXINA 500mg,EMS,2.281
90033639,CEFALEXINA - GENERICO 500 MG. 1 BL. X 8 CPRS. REV. NEO,CEFALEXINA 500mg,QUIMICA,2.3163
90018290,CEFALEXINA - GENERICO 500 MG. 1 BL. X 8 CPRS. REV. AUROBINDO,CEFALEXINA 500mg,PHARMA,1.5525
90352939,CEFALEXINA - GENERICO 500 MG. 10 CAPS. GEL. DURA,CEFALEXINA 500mg,MEDLEY,2.285
90136144,CEFALEXINA - GENERICO 500 MG. 10 CPRS. TEUTO,CEFALEXINA 500mg,BRAS.,1.678
90352947,CEFALEXINA - GENERICO 500 MG. 8 CAPS. GEL. DURA,CEFALEXINA 500mg,MEDLEY,2.245
90320360,CEFALEXINA - GENERICO 500 MG. BL. 10 CPRS.,CEFALEXINA 500mg,GERMED,1.678
90426983,CEFALEXINA - GENERICO 500 MG. BL. 10 CPRS. REV. (MULT.),CEFALEXINA 500mg,MULTILAB,2.188
90018273,CEFALEXINA - GENERICO 500 MG. BL. 8 CAPS. GEL. DURA AUROBINDO,CEFALEXINA 500mg,PHARMA,1.5525
90082354,CEFALEXINA - GENERICO 500 MG. BL. 8 CPRS.,CEFALEXINA 500mg,GERMED,1.9938
90061357,CEFALEXINA - GENERICO 500 MG. BL. 8 CPRS. GEN -,CEFALEXINA 500mg,LEGRAND,2.22
90207211,CEFALEXINA - GENERICO 500 MG. CAP. X 10 UNIAO,CEFALEXINA 500mg,QUIMICA,2.161
90207220,CEFALEXINA - GENERICO 500 MG. CAP. X 8 UNIAO,CEFALEXINA 500mg,QUIMICA,2.1025
90393511,CEFALEXINA - GENERICO 500 MG. CT. BL. AL. PVC/PE/PVDC TRANS. AUROBINDO,CEFALEXINA 500mg,PHARMA,1.922
90424000,CEFALEXINA - GENERICO 500 MG. CT. BL. AL. PVC/PVDC TRANS. X 1 AUROBINDO,CEFALEXINA 500mg,PHARMA,1.554
90136136,CEFALEXINA - GENERICO 500 MG. CX. 40 CPRS. TEUTO,CEFALEXINA 500mg,BRAS.,1.6298
90389956,CEFALEXINA - GENERICO 500 MG. CX. 8 CPRS.,CEFALEXINA 500mg,EMS,2.3513
90136160,CEFALEXINA - GENERICO 500 MG. CX. 8 CPRS. TEUTO,CEFALEXINA 500mg,BRAS.,1.7113
90342437,CEFALEXINA - GENERICO 500 MG. CX. 8 CPRS. REV.,CEFALEXINA 500mg,PHARLAB,1.555
90394470,CEFALEXINA - GENERICO 500 MG. CX. 8 DRAGS.,CEFALEXINA 500mg,ABL,3.4938
90066952,CEFALEXINA - GENERICO FR. 250 MG/5 ML. C/100 ML.,CEFALEXINA 250mg,EUROFARMA,34.55
90207190,CEFALEXINA - GENERICO SUS. OR. 250 MG/5 ML 100 ML UNIAO,CEFALEXINA 250mg,QUIMICA,32.57
90053524,CEFALEXINA - GENERICO SUSP. 250 MG/ML FR. 100 ML,CEFALEXINA 25000mg,EMS,36.94
90394488,CEFALEXINA GEN.250MG/5ML SUSP.ORAL 100ML+COP,CEFALEXINA 250mg,ABL,50.31
90394496,CEFALEXINA GEN.250MG/5ML SUSP.ORAL 60ML+COP,CEFALEXINA 250mg,ABL,30.18
90003322,CEFALIUM BLIST. 12 CPRS.,CEFALIUM 12mg,ACHE,1.4078
90372093,CEFALIV BLIST. 12 CPRS.,CEFALIV 12mg,ACHE,1.0679
90404351,CEFALOTINA - GENERICO (RESTRITO HOSP.) 1 G. PO SOL. INJ. CX. TEUTO,CEFALOTINA 1000mg,BRAS.,7.7816
90258533,CEFALOTINA - GENERICO (RESTRITO HOSP.) PO SOL. INJ. 1 G CX. TEUTO,CEFALOTINA 1000mg,BRAS.,7.7816
90007441,CEFALOTINA SODICA - GENERICO (RESTRITO HOSP.) 1 G PO INJ. 50,CEFALOTINA 1000mg,ABL,5.2318
90350731,CEFALOTINA SODICA - GENERICO (RESTRITO HOSP.) 1 G PO LIOF. I,CEFALOTINA 1000mg,BIOCHIMICO,5.0148
90018338,CEFALOTINA SODICA - GENERICO (RESTRITO HOSP.) 1 G PO. P/SOL. AUROBINDO,CEFALOTINA 1000mg,PHARMA,5.232
90289226,CEFALOTINA SODICA - GENERICO (RESTRITO HOSP.) 1000 MG. PO IN BLAU,CEFALOTINA 1000mg,FARM.,5.232
90404351,CEFALOTINA SODICA 1G PO SOL.INJ.50FA(EMB.HOSP.) TEUTO,CEFALOTINA 1000mg,BRAS,7.7816
90404254,CEFALOTINA SODICA 500MG PO INJ.2ML TEUTO,CEFALOTINA 500mg,BRAS,16.29
90289226,CEFALOTINA SODICA GEN.1000MG PO INJ.100FA(EMB.HOSP.),CEFALOTINA 1000mg,BLAU,5.232
90404262,"CEFALOTINA SODICA GEN.1G PO INJ.3,5ML TEUTO",CEFALOTINA 1000mg,BRAS,24.5
90350731,CEFALOTINA SODICA GEN.1G PO SOL.INJ.50FA(EMB.HOSP.),CEFALOTINA 1000mg,BIOCHIMICO,5.0148
90035100,CEFAMOX 500 MG. CAPS CX. C/ 1 BL. X 8,CEFAMOX 500mg,B-MS,10.4625
90136217,CEFANAXIL 500 MG. BL. 8 CAPS. GEL. DURA TEUTO,CEFANAXIL 500mg,BRAS.,4.8325
90289269,CEFARISTON 1000 MG. PO INJ. CX. 100 FA BLAU,CEFARISTON 1000mg,FARM.,7.6045
90007549,CEFAZOLINA SODICA - GENERICO (RESTRITO HOSP.) 1 G PO INJ. 50,CEFAZOLINA 1000mg,ABL,11.1936
90207254,CEFAZOLINA SODICA - GENERICO (RESTRITO HOSP.) 1 G PO P/SOL. UNIAO,CEFAZOLINA 1000mg,QUIMICA,10.8656
90018370,CEFAZOLINA SODICA - GENERICO (RESTRITO HOSP.) 1 G PO P/SOL. AUROBINDO,CEFAZOLINA 1000mg,PHARMA,10.332
90338375,CEFAZOLINA SODICA - GENERICO (RESTRITO HOSP.) 1 G PO SOL. IN,CEFAZOLINA 1000mg,BIOCHIMICO,10.72
90338383,CEFAZOLINA SODICA - GENERICO (RESTRITO HOSP.) 1 G PO SOL. IN,CEFAZOLINA 1000mg,BIOCHIMICO,10.7298
90338383,CEFAZOLINA SODICA GEN.1G PO SOL.INJ.50FA(EMB.HOSP.),CEFAZOLINA 1000mg,BIOCHIMICO,10.7298
90338375,CEFAZOLINA SODICA GEN.1G PO SOL.INJ.FA,CEFAZOLINA 1000mg,BIOCHIMICO,10.72
90249704,CEFLEN 1 GR PO LIOF INJ CT 50 FA VD INC,CEFLEN 1000mg,MYLAN,7.7902
90018419,CEFOTAXIMA SODICA - GENERICO (RESTRITO HOSP.) 1 G PO P/SOL. AUROBINDO,CEFOTAXIMA 1000mg,PHARMA,38.2466
90289307,CEFOXITINA SODICA - GENERICO (RESTRITO HOSP.) 1000 MG. PO SO BLAU,CEFOXITINA 1000mg,FARM.,38.996
90289307,CEFOXITINA SODICA GEN.1000MG PO INJ.20FA,CEFOXITINA 1000mg,BLAU,38.996
90018478,CEFTAZIDIMA - GENERICO (RESTRITO HOSP.) 1 G PO P/SOL. INJ. 5 AUROBINDO,CEFTAZIDIMA 1000mg,PHARMA,30.186
90338570,CEFTAZIDIMA PENTAHIDRATADA - GENERICO (RESTRITO HOSP.) 1 G P,CEFTAZIDIMA 1000mg,BIOCHIMICO,31.7754
90338570,CEFTAZIDIMA PENTAIDRATADA GEN.1G PO INJ.50FA(EMB.HOSP.),CEFTAZIDIMA 1000mg,BIOCHIMICO,31.7754
90289374,CEFTAZIDON 1000 MG. PO INJ. CX. 20 FA VD. BLAU,CEFTAZIDON 1000mg,FARM.,50.8335
90067010,CEFTRIAXONA - GENERICO 1 G IM CART. FA + DIL.,CEFTRIAXONA 1000mg,EUROFARMA,25.19
90067037,CEFTRIAXONA - GENERICO 500 IM CART. FA + DIL.,CEFTRIAXONA 500mg,EUROFARMA,16.75
90007646,CEFTRIAXONA DISSODICA - GENERICO (RESTRITO HOSP.) 1 G IV PO,CEFTRIAXONA 1000mg,ABL,38.3644
90404360,CEFTRIAXONA DISSODICA - GENERICO (RESTRITO HOSP.) 1 G IV PO I TEUTO,CEFTRIAXONA 1000mg,BRAS.,36.8844
90404262,CEFTRIAXONA DISSODICA - GENERICO 1 G IM PO SOL. INJ. CT. FA V TEUTO,CEFTRIAXONA 1000mg,BRAS.,24.5
90404254,CEFTRIAXONA DISSODICA - GENERICO 500 MG IM PO SOL. INJ. CT. F TEUTO,CEFTRIAXONA 500mg,BRAS.,16.29
90404360,CEFTRIAXONA DISSODICA 1G PO INJ.50FA(EMB.HOSP.) TEUTO,CEFTRIAXONA 1000mg,BRAS,36.8844
90347889,CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA (RESTRITO HOSP.) - GE BLAU,CEFTRIAXONA,FARM.,40.6334
90347838,CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA (RESTRITO HOSP.) - GE BLAU,CEFTRIAXONA,FARM.,40.63
90347838,CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA 1000MG PO INJ.1FA TIPO,CEFTRIAXONA 1000mg,BLAU,40.63
90347889,CEFTRIAXONA DISSODICA HEMIEPTAIDRATADA 100MG PO INJ.100FA TIPO,CEFTRIAXONA 100mg,BLAU,4063.34
90018516,CEFTRIAXONA SODICA - GENERICO (RESTRITO HOSP.) 1 G PO SOL. I AUROBINDO,CEFTRIAXONA 1000mg,PHARMA,36.9744
90433262,CEFTRIAXONA SODICA - GENERICO (RESTRITO HOSP.) 1 G PO SOL. IN,CEFTRIAXONA 1000mg,EUROFARMA,39.8312
90399420,"CEFTRIAXONA SODICA - GENERICO 1 G. IM 5 FA + 5 AMPS. DIL. 3,5",CEFTRIAXONA 1000mg,EUROFARMA,22.676
90399420,"CEFTRIAXONA SODICA 1G SOL.INJ.IM 5FA+5DIL.3,5ML",CEFTRIAXONA 1000mg,EUROFARMA,22.676
90338561,CEFUROXIMA GEN.750MG PO INJ.50FA(EMB.HOSP.),CEFUROXIMA 750mg,BIOCHIMICO,29.2962
90338561,CEFUROXIMA SODICA - GENERICO (RESTRITO HOSP.) 750 MG. PO INJ,CEFUROXIMA 750mg,BIOCHIMICO,29.2962
90018575,CEFUROXIMA SODICA - GENERICO (RESTRITO HOSP.) 750 MG. PO P/S AUROBINDO,CEFUROXIMA 750mg,PHARMA,27.8168
90278801,CEFUROXIMA SODICA - GENERICO (RESTRITO HOSP.) 750 MG. PO P/S AUROBINDO,CEFUROXIMA 750mg,PHARMA,27.8172
90406168,CELEBRA 100 MG. 20 CAPS.,CELEBRA 100mg,WYETH,2.5965
90406133,CELEBRA 200 MG. 10 CAPS.,CELEBRA 200mg,WYETH,4.274
90406150,CELEBRA 200 MG. 15 CAPS.,CELEBRA 200mg,WYETH,4.2167
90406125,CELEBRA 200 MG. 3 BL. X 10 CAPS.,CELEBRA 200mg,WYETH,4.1637
90312023,CELECOXIBE - GENERICO 100 MG. BL. 20 CAPS. DURA TEUTO,CELECOXIBE 100mg,BRAS.,1.688
90312031,CELECOXIBE - GENERICO 200 MG. BL. 10 CAPS. DURA TEUTO,CELECOXIBE 200mg,BRAS.,2.777
90312040,CELECOXIBE - GENERICO 200 MG. BL. 15 CAPS. DURA TEUTO,CELECOXIBE 200mg,BRAS.,2.592
90312058,CELECOXIBE - GENERICO 200 MG. BL. 30 CAPS. DURA TEUTO,CELECOXIBE 200mg,BRAS.,2.4592
90399099,CELECOXIBE - GENERICO 200 MG. CT. BL. AL. PLAS. TRANS. X 10,CELECOXIBE 200mg,EUROFARMA,2.779
90399110,CELECOXIBE - GENERICO 200 MG. CT. BL. AL. PLAS. TRANS. X 30,CELECOXIBE 200mg,EUROFARMA,2.7063
90351142,CELECOXIBE - GENERICO 200 MG. CT. BL. X 10 CAPS. DURA,CELECOXIBE 200mg,BIOSINTETICA,2.743
90351150,CELECOXIBE - GENERICO 200 MG. CT. BL. X 15 CAPS. DURA,CELECOXIBE 200mg,BIOSINTETICA,2.742
90351169,CELECOXIBE - GENERICO 200 MG. CT. BL. X 30 CAPS. DURA,CELECOXIBE 200mg,BIOSINTETICA,2.7067
90351142,CELECOXIBE GEN.200MG 10CAPS GEL.DURA,CELECOXIBE 200mg,BIOSINTETICA,2.743
90399099,CELECOXIBE GEN.200MG 10CAPS GEL.DURA,CELECOXIBE 200mg,EUROFARMA,2.779
90351150,CELECOXIBE GEN.200MG 15CAPS GEL.DURA,CELECOXIBE 200mg,BIOSINTETICA,2.7434
90351169,CELECOXIBE GEN.200MG 30CAPS GEL.DURA,CELECOXIBE 200mg,BIOSINTETICA,2.704
90399110,CELECOXIBE GEN.200MG 30CAPS GEL.DURA,CELECOXIBE 200mg,EUROFARMA,2.7036
90244591,CELERG 2 BL. X 10 CPRS.,CELERG 2mg,LEGRAND,0.7665
90244583,CELERG XPE. FR. 120 ML,CELERG 120mg,LEGRAND,20.7
90053613,CELERGIN CX. 20 CPRS.,CELERGIN 20mg,EMS,0.7665
90053605,CELERGIN XPE. FR. 120 ML,CELERGIN 120mg,EMS,20.7
90389255,CELESTAMINE EST. 20 CPRS. MANTECORP,CELESTAMINE 20mg,FARMASA,1.1015
90389263,CELESTAMINE SOL. ORAL FR. PLAST. OPC GTS. X 20 ML MANTECORP,CELESTAMINE 20mg,FARMASA,32.3
90389220,CELESTAMINE XPE. FR. 120 CC MANTECORP,CELESTAMINE 120mg,FARMASA,38.76
90388887,"CELESTONE 0,5 MG. EST. 20 CPRS. MANTECORP",CELESTONE 0.5mg,FARMASA,0.5925
90388909,CELESTONE 2 MG. 1 BL. 10 CPRS. MANTECORP,CELESTONE 2mg,FARMASA,1.605
90388879,CELESTONE ELIXIR FR. 120 CC MANTECORP,CELESTONE 120mg,FARMASA,25.85
90388895,CELESTONE GTS. SOL. ORAL 1 FR. 15 ML MANTECORP,CELESTONE 1mg,FARMASA,11.11
90388917,CELESTONE INJ. 1 AMP. 1 ML. MANTECORP,CELESTONE 1mg,FARMASA,6.15
90389344,CELESTONE SOLUSPAN SOL. 1 AMP. 1 ML. MANTECORP,CELESTONE 1mg,FARMASA,16.86
90207319,"CELESTRAT 2 MG/0,25 MG. 15 CPRS. UNIAO",CELESTRAT 2mg,QUIMICA,0.7837
90207327,CELESTRAT 2 MG/5 ML XPE 120 ML UNIAO,CELESTRAT 2mg,QUIMICA,20.47
90079078,"CELETIL XPE 2 MG. + 0,25 MG/5 ML. FR. 120 ML.",CELETIL 2mg,GEOLAB,15.35
90184254,CELLCEPT 500 MG. 5 BL. X 10 CPRS.,CELLCEPT 500mg,ROCHE,17.433
90249712,CELLOZINA 1 GR PO INJ CX 25 FA VD INC,CELLOZINA 1000mg,MYLAN,14.848
90285735,CELLOZINA 1 GR PO INJ CX 50 FA VD INC,CELLOZINA 1000mg,MYLAN,14.8486
90249712,CELLOZINA 1G PO SOL.INJ.25FA,CELLOZINA 1000mg,MYLAN,14.848
90249771,CELLTRIAXON 1 GR PO INJ IV CT 100 FA VD INC,CELLTRIAXON 1000mg,MYLAN,29.5182
90328248,CELLTRIAXON 1 GR PO INJ IV CT 50 FA VD TRANS,CELLTRIAXON 1000mg,MYLAN,29.5182
90249771,CELLTRIAXON 1G PO SOL.INJ.100FA,CELLTRIAXON 1000mg,MYLAN,29.5182
90328248,CELLTRIAXON 1G PO SOL.INJ.50FA,CELLTRIAXON 1000mg,MYLAN,29.5182
90142098,CELOCORT CREME BISN. 30 G,CELOCORT 30000mg,LEGRAND,22.27
90088557,CELSENTRI 150 MG. FR. PLAST. 60 CPRS. REV.,CELSENTRI 150mg,GLAXOSMITHKLINE,34.3803
90088638,CELSENTRI 300 MG. FR. PLAST. 60 CPRS. REV.,CELSENTRI 300mg,GLAXOSMITHKLINE,34.3803
90101995,CEMAX (RESTRITO HOSP.) 1 G 50 FA,CEMAX 1000mg,BIOCHIMICO,79.5608
90102045,CEMAX (RESTRITO HOSP.) 2 G 50 FA,CEMAX 2000mg,BIOCHIMICO,156.7894
90142101,CENEVIT 2 G TB. 10 CPRS. EFERV.,CENEVIT 2000mg,LEGRAND,1.8
90142110,CENEVIT ARG 1 G + 1 G. TB. 16 CPRS. EFERV.,CENEVIT 1000mg,LEGRAND,2.0406
90283694,CENEVIT ZINCO 1 G + 10 MG. TB. 10 CPRS. EFERV.,CENEVIT 1000mg,LEGRAND,1.214
90283686,CENEVIT ZINCO 1 G + 10 MG. TB. 30 CPRS. EFERV.,CENEVIT 1000mg,LEGRAND,1.6213
90283694,CENEVIT ZINCO 1G+10MG 10CPDS EFERV. LEGRAND,CENEVIT 1000mg,OTC,1.214
90283686,CENEVIT ZINCO 1G+10MG 30CPDS EFERV. LEGRAND,CENEVIT 1000mg,OTC,1.6197
90116283,CENTROTABS CX. FR. PLAST. 30 CPRS. REV. NEO,CENTROTABS 30mg,QUIMICA,2.0386
90194306,CEPACAINA 12 PASTILHAS,CEPACAINA 12mg,SANOFI-AVENTIS,0.6589
90194284,CEPACAINA SOL. 100 ML.,CEPACAINA 100mg,SANOFI-AVENTIS,11.54
90194292,CEPACAINA SPRAY 50 ML,CEPACAINA 50mg,SANOFI-AVENTIS,22.08
90374223,CEPROFEN 50 MG CX. 2 BL. X 12 CAPS. NEO,CEPROFEN 50mg,QUIMICA,0.9086
90254600,CERAZETTE 3 BL. X 28 CPRS.,CERAZETTE 3mg,SCHERING-PLOUGH,0.9202
90200748,CERAZETTE BLISTER 28 CPRS.,CERAZETTE 28mg,SCHERING-PLOUGH,1.1503
90407164,CERDELGA 100 MG. CT. BL. AL. PLAS. TRANS. X 60 C?PS. DURA GENZYME DO,CERDELGA 100mg,BRASIL,2157.3508
90395638,CEREZYME (RESTRITO HOSP.) 400 U PO LIOF. INJ. FA VD. INC.,CEREZYME 400mg,SANOFI-AVENTIS,5268.02
90169689,"CERTICAN 0,50 MG. 60 CP.",CERTICAN 0.5mg,NOVARTIS,17.5457
90169697,"CERTICAN 0,75 MG. 60 CP.",CERTICAN 0.75mg,NOVARTIS,26.319
90169700,CERTICAN 1 MG. 60 CP.,CERTICAN 1mg,NOVARTIS,35.0919
90297342,"CERUMIN 0,4+140MG/ML SOL.OTOL.8ML",CERUMIN 1120mg,ALCON,10.34
90079094,CETADEX CREME DERM. 1 MG/G. BISN. 10 G.,CETADEX 10000mg,GEOLAB,8.02
90190629,CETIHEXAL 10 MG. CX. 12,CETIHEXAL 10mg,SANDOZ,2.6623
90375114,CETILPLEX GRAN. 100 MG. CX. 16 ENVS. X 5 G NEO,CETILPLEX 5000mg,QUIMICA,1.5275
90375122,CETILPLEX GRAN. 200 MG. CX. 16 ENVS. X 5 G NEO,CETILPLEX 5000mg,QUIMICA,1.7106
90374070,CETILPLEX XPE. 20 MG/ML FR. 100 ML NEO,CETILPLEX 2000mg,QUIMICA,26.53
90136225,CETIRTEC 1 MG/ML SOL. ORAL FR. VD. AMB. X 120 ML + CP. MED. TEUTO,CETIRTEC 120mg,BRAS.,21.38
90285352,CETIVA AE SOL. ORAL FR. 30 ML,CETIVA 30mg,FARMASA,15.28
90389859,"CETOBETA 20 MG/G. + 0,64 MG/G. + 2,5 MG/G. CREM. DERM. CT. BI CELLERA",CETOBETA 20mg,FARMA,22.12
